Node,Type,Tax_ID,Community,Embedding_Mean,Embedding_Std,Embedding_Min,Embedding_Max,Embedding_L2_Norm,Community_Size,Betweenness_Centrality,Eigenvector_Centrality,PageRank,Degree_Centrality,Closeness_Centrality,Avg_Similarity_To_Others,Max_Similarity_To_Others
NHKV Nemzeti Hulladékgazdálkodási Koordináló és Vagyonkezelő Zártkörűen Működő Részvénytársaság,Issuer,25456790244,1,0.017004713,0.23723969,-0.5645521,0.54481715,2.6909468,16,0.0,0.00548127384544906,0.0027304661228158725,0.005154639175257732,0.3249581239530988,0.38028243,-1.1920929e-07
Óbudai Egyetem,Issuer,19308760241,3,-0.042881016,0.2841049,-0.75905246,0.84659195,3.2506862,15,0.0,0.00038713382008471304,0.002795653229786095,0.005154639175257732,0.24341279799247176,0.40462705,2.3841858e-07
Budapest Főváros III. kerület Óbuda-Békásmegyer Önkormányzat,Issuer,15735667241,0,-0.0013910492,0.11458109,-0.22973959,0.25092232,1.2964326,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.77908146,3.5762787e-07
BORSODVÍZ Önkormányzati Közüzemi Szolgáltató Zártkörűen működő Részvénytársaság,Issuer,11072092205,0,-0.003780681,0.10643257,-0.23312627,0.38502985,1.2049066,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.7834698,1.1920929e-07
Tiszaújvárosi Sport-Park Nonprofit Közhasznú Kft.,Issuer,14813575205,0,-0.0053393696,0.10508208,-0.22192612,0.30472448,1.1904017,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.80039495,-1.7881393e-07
Közbeszerzési és Ellátási Főigazgatóság,Issuer,EKRSZ_15714893,2,0.008783049,0.2291009,-0.6474817,0.49537772,2.593885,15,0.009828534800491425,0.006321809686763235,0.004689316351118314,0.010309278350515464,0.3397548161120841,0.34568536,1.1920929e-07
Nitrokémia Környezetvédelmi Tanácsadó és Szolgáltató Zártkörűen működő részvénytársaság,Issuer,11327646219,3,-0.023740666,0.25698546,-0.860276,0.76942635,2.919839,15,0.0,0.0007665438017119742,0.0027077474927338857,0.005154639175257732,0.24341279799247176,0.4048818,-1.7881393e-07
"""ANTENNA HUNGÁRIA"" Magyar Műsorszóró és Rádióhírközlési Zártkörűen Működő Részvénytársaság",Winner,"10834730244,HU10834730",3,-0.025900012,0.26417997,-0.761562,0.8515275,3.0031848,15,0.04778056727738913,0.009554809611604017,0.01596784030416914,0.03608247422680412,0.3211920529801324,0.40684476,0.0
Makói Városgazdálkodási Nonprofit Kft.,Issuer,18458635206,0,-0.0034755496,0.122658305,-0.22955766,0.37108335,1.3882773,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.7729662,2.3841858e-07
OSZMI Országos Színháztörténeti Múzeum és Intézet Nonprofit Korlátolt Felelősségű Társaság,Issuer,27488379242,0,-0.004228904,0.10285131,-0.22699231,0.24265671,1.1646128,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.7981033,2.3841858e-07
Budapesti Honvéd Sportegyesület,Issuer,19806567241,0,-0.009866653,0.105399214,-0.20794898,0.22275777,1.1976695,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.798201,-2.3841858e-07
Móricz Zsigmond Szinház Nonprofit Kft,Issuer,24341868215,0,-0.0011821969,0.12553377,-0.25511587,0.3412235,1.4203154,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.75338495,1.1920929e-07
Gyula Város Önkormányzata,Issuer,15725503204,0,-0.010999618,0.110649735,-0.26973096,0.25644183,1.2580292,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.7718333,-5.9604645e-08
Kistelek Városi Önkormányzat,Issuer,15726597206,0,-0.0009874189,0.10158299,-0.21127033,0.22806914,1.1493347,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.7993807,0.0
Budapest Főváros VII. kerület Erzsébetvárosi Polgármesteri Hivatal|Erzsébetvárosi Csicsergő Óvoda|Erzsébetvárosi Nefelejcs Óvoda|Erzsébetváros Rendészeti Igazgatósága|Erzsébetvárosi Kópévár Óvoda|Erzsébetvárosi Brunszvik Óvoda|Erzsébetvárosi Dob Óvoda|Erzsébetvárosi Bóbita Óvoda|Budapest Főváros VII. kerület Erzsébetváros Önkormányzata,Issuer,15507008242|16927856142|16927870142|15507187142|16927887142|16927791142|16927863142|16927849142|15735708242,0,0.0006812536,0.108188264,-0.21758692,0.3271873,1.2240348,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.7973401,0.0
Pécsi Tudományegyetem,Issuer,19308681202,0,0.0006377478,0.112174876,-0.22876643,0.30463538,1.2691344,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.7887143,2.3841858e-07
Paks Város Önkormányzata,Issuer,15733500217,0,-0.0013964602,0.12028123,-0.25489286,0.29292053,1.3609184,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.7798105,1.1920929e-07
DEBRECEN INTERNATIONAL AIRPORT Korlátolt Felelősségű Társaság,Issuer,11554235209,2,0.007852271,0.24163117,-0.6662982,0.6079214,2.7351875,15,0.0,0.0008405358413141758,0.0027280809975332105,0.005154639175257732,0.2529335071707953,0.3796883,2.3841858e-07
Országos Mentőszolgálat,Issuer,15309989241,0,-0.0022659162,0.10475521,-0.24750726,0.2325311,1.1854471,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.7992568,0.0
Nagykáta Város Önkormányzata,Issuer,15730727213,0,-0.0009481235,0.112344064,-0.19849186,0.293923,1.2710733,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.78396714,1.1920929e-07
Győr Megyei Jogú Város Polgármesteri Hivatala|Győri Nemzeti Színház|Egyesített Egészségügyi és Szociális Intézmény Győr|Rómer Flóris Művészeti és Történeti Múzeum|Győri  Filharmonikus Zenekar|Egyesített Bölcsődei Intézményhálózat|Dr. Kovács Pál Könyvtár és Közösségi Tér|Hajléktalanokat Segítő Szolgálat,Issuer,15466004208|15467012208|15466743208|16718311208|16718304208|16718476208|15369653208|16718452208,0,-0.002605465,0.11114509,-0.19275808,0.34768426,1.2578086,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.7905045,-5.9604645e-08
Komlói Városgazdálkodási Nonprofit Zártkörűen Működő Részvénytársaság,Issuer,11003715202,2,0.006517425,0.25440177,-0.728331,0.5601787,2.8791718,15,0.0,0.0008405358413141758,0.0027280809975332105,0.005154639175257732,0.2529335071707953,0.38165948,0.0
Kiskunfélegyháza Város Önkormányzata|Szivárvány Személyes Gondoskodást Nyújtó Intézmény|Kiskunfélegyházi Polgármesteri Hivatal|KAPOCS Szociális és Gyermekvédelmi Intézmény,Issuer,15724739203|15340931203|15338284203|16640320203,0,-0.010203931,0.11061736,-0.2851985,0.26883945,1.2568059,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.7395469,1.1920929e-07
Széchenyi István Egyetem,Issuer,19253079408,1,0.0066992803,0.15784237,-0.45737785,0.3379866,1.7873902,16,0.0,0.06215216457923196,0.004701791278151803,0.010309278350515464,0.45011600928074247,0.45224923,-1.1920929e-07
Százhalombatta Város Önkormányzata,Issuer,15731285213,0,0.0022506756,0.113518044,-0.21687673,0.2837441,1.2845625,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.79356927,1.1920929e-07
Kiskunfélegyháza Város Önkormányzata|Félegyházi Városfenntartó Nonprofit Korlátolt Felelősségű Társaság|KAPOCS Szociális és Gyermekvédelmi Intézmény|Szivárvány Személyes Gondoskodást Nyújtó Intézmény|Kiskunfélegyházi Polgármesteri Hivatal,Issuer,15724739203|26264033203|16640320203|15340931203|15338284203,0,-0.006778447,0.09777801,-0.20701861,0.21475673,1.108887,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.8071136,0.0
BKV Vasúti Járműjavító Szolgáltató Korlátolt Felelősségű Társaság,Issuer,12282672242,0,-0.005178091,0.11502021,-0.2270213,0.36163867,1.3026232,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.78288335,-5.9604645e-08
Szentendre Város Önkormányzat|Ferenczy Múzeumi Centrum|Szentendre Város Egészségügyi Intézményei|Hamvas Béla Pest Megyei Könyvtár|Szentendrei Közös Önkormányzati Hivatal|Gondozási Központ Szentendre|Szentendre Városi Óvodák,Issuer,15731292213|15440196213|15395333113|15440189213|15395364213|15775285113|16793215213,0,-0.0023512873,0.11112119,-0.2078145,0.30227315,1.2574743,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.7920152,-5.9604645e-08
