Node,Winner_or_Buyer,Tax_ID,Community,Embedding_Mean,Embedding_Std,Embedding_Min,Embedding_Max,Embedding_L2_Norm,Community_Size,Betweenness_Centrality,Eigenvector_Centrality,PageRank,Avg_Similarity_To_Others,Max_Similarity_To_Others,Ajánlatkérő szervezet főtevékenysége,Ajánlatkérő szervezet típusa,Szerződés típusa,Eljárásrend,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került
Diagonál Épker Kft,Winner,14311619212,62,-0.06807842,0.36790767,-1.3091908,0.82072407,4.233062,4,0.0,9.313294366646277e-16,0.001788489439068963,0.39809373,2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Tihati és Bende Kft.,Winner,14597082243,42,-0.03737882,0.31144276,-0.8899412,0.73414207,3.5488594,10,0.0,0.060423580747809784,0.001448226838806803,0.40336183,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Equitum Castra Nonprofit Korlátolt Felelősségű Társaság,Buyer,24749194210,63,-0.03333406,0.39372772,-1.219944,0.8678327,4.4704566,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39504182,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Bafag Építőipari Kereskedelmi és Szolgáltató KFT,Winner,13859165210,63,-0.030757416,0.39508942,-1.2095855,0.8566549,4.483451,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.3872746,-2.9802322e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Lodzsa Építőipari és Szolgáltató Kft.,Winner,12537178211,18,-0.02585183,0.33223802,-1.0145209,0.87032044,3.7702057,11,0.0009371945749822602,0.0026540529860778488,0.002689941619751559,0.388191,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Pécsi Nemzeti Színház Nonprofit Korlátolt Felelősségű Társaság,Buyer,23702033202,64,-0.01420684,0.41471884,-1.3460469,0.898477,4.69476,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39726344,2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
GYEFA Fafeldolgozó KFT,Winner,11047162204,64,-0.015202856,0.42166668,-1.3555497,0.93205315,4.7737136,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.3996971,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Generál Centrál Építőipari és Kereskedelmi Kft.,Winner,12974760203,16,-0.02363889,0.2834876,-0.8903466,0.52433336,3.2184272,17,0.008166981296273981,0.2405198024436711,0.002405339516054229,0.39751843,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Lőrintei-tavi Horgász Egyesület,Buyer,18913103119,65,-0.084773526,0.39675868,-1.1734352,1.2431728,4.5901318,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39492795,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Brunner és Társa Építőipari és Szolgáltató Kft,Winner,10737932219,65,-0.082134545,0.40284333,-1.1764611,1.2448581,4.651418,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39238903,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Kalocsa-Kecskeméti Főegyházmegye,Buyer,19973155203,66,-0.0068588834,0.40912214,-1.3110301,1.2631999,4.6293387,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39325282,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
ÉPREMA Építő és Tatarozó Kft.,Winner,12814783203,66,-0.0029669106,0.4059463,-1.2998446,1.2601041,4.592881,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39785358,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Gúth-Keled Idegenforgalmi és Természetvédelmi Közhasznú Egyesület,Buyer,18557459209,67,-0.051482968,0.40917242,-0.9384504,1.0870265,4.6657567,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39338022,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
"DIF2020 Ingatlanforgalmazó, Befektető és Szolgáltató Korlátolt Felelősségű Társaság",Winner,25764774209,67,-0.049229156,0.40859666,-0.9285932,1.0523591,4.656175,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.3961578,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Mándoki Református Egyházközség,Buyer,19859486115,32,-0.07160355,0.3550723,-1.0363525,0.72050923,4.098053,9,0.0,3.9498265443139574e-10,0.001621383071305646,0.390902,-1.7881393e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
BARATI - DÓSA Építőipari és Oktató Kft.,Winner,23768985215,32,-0.070545614,0.34214786,-0.998763,0.6664931,3.9523857,9,9.371945749822602e-05,9.46708914689588e-10,0.0029058820975483564,0.40144905,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Gödöllői Premontrei Apátság,Buyer,19183488113,68,-0.07392278,0.35249245,-0.9437961,0.9917206,4.0747495,6,9.371945749822602e-05,7.375500091725443e-14,0.004435831510905779,0.39228415,2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Geodóra Mérnöki és Szolgáltató Kft.,Winner,"14308961213,HU14308961",68,-0.07573822,0.35706186,-0.9107413,1.0127112,4.1295724,6,0.0,3.877529863110776e-14,0.0016441040626330333,0.40070346,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
LAK-ÉP-KER 1998 Korlátolt Felelősségű Társaság,Winner,"11212920212,HU 11212920",62,-0.06690775,0.36888862,-1.3318115,0.8319764,4.241592,4,0.0,9.313294366646277e-16,0.001788489439068963,0.4019027,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
ALKOSSUNK VÁROST Alapítvány,Buyer,18510865215,11,-0.0399116,0.36050993,-0.98809147,1.0002471,4.1036234,5,0.0,1.2138151275813794e-14,0.0016923460380948653,0.40110266,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Boldogasszony Iskolanővérek,Buyer,19719359143,58,-0.048298314,0.38287887,-1.0785557,1.0237285,4.366109,3,0.0,4.1640068839554323e-19,0.0019856969762089382,0.39950398,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Piarista Rend Magyar Tartománya,Buyer,19024938241,4,-0.026110562,0.3428924,-0.9514623,1.0460029,3.8906162,16,0.0,2.865325248983494e-09,0.0014930741430418662,0.40205532,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
"Jánosik és Társai Ipari, Szolgáltató és Karbantartó Korlátolt Felelősségű Társaság",Winner,"11066901244,HU 11066901",4,-0.02016417,0.3374158,-0.84819263,1.0545365,3.8242345,16,0.0005087627692760841,7.131229016647145e-09,0.003906829768330494,0.39974162,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Komlóstetői Kerékpáros Sport Klub,Buyer,18419379105,69,-0.05386299,0.39322123,-1.1138248,0.9013849,4.4903336,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39294547,-2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Borsod-Bos 2004 Ipari és Szolgáltató Korlátolt felelősségű társaság,Winner,13401906243,69,-0.049861267,0.39740598,-1.1681334,0.95774424,4.5313864,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.3963111,4.7683716e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Máriapócsi Kegytemplom,Buyer,18805350115,32,-0.069206074,0.34676382,-0.99364275,0.960763,4.0005536,9,0.0,5.004568864099634e-10,0.001580631907721336,0.39852133,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Ötvös Károly Sport Nonprofit Kft,Buyer,21950175213,70,-0.006757492,0.40394264,-1.0575901,1.0514694,4.570729,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39629152,-1.7881393e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
ÉPKOMPLEX Építőipari és Szolgáltató Kft.,Winner,"12000980213,HU12000980",70,-0.006941,0.4038093,-1.0761684,1.023574,4.5692563,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.398293,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Szent Anna Szeretetotthon Sátoraljaújhely,Buyer,19335465105,71,-0.02753681,0.38668492,-1.1380869,1.0016353,4.385919,3,0.0,4.1640068839554323e-19,0.0019856969762089382,0.40350822,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Zempléni Építő és Gépészeti Korlátolt Felelősségű Társaság,Winner,13765589205,71,-0.02832282,0.39086604,-1.1378254,1.0098137,4.4337387,3,1.3388493928318003e-05,5.888795009104703e-19,0.00376056481046872,0.39549443,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Nyíregyházi Egyházmegye,Buyer,18647086115,32,-0.06845624,0.34566462,-0.95102185,0.7742441,3.9867024,9,0.00032132385427963205,1.8741239989802585e-09,0.006709876686607001,0.39827013,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Bau-Team Építőipari és Kereskedelmi Szolgáltató Kft,Winner,"10749517215,HU10749517",32,-0.06461347,0.33803442,-0.96352875,0.6812981,3.8936613,9,0.0,7.819156029537003e-10,0.0015274917258153013,0.40597153,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
"IMBREX 95 Építőipari, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság",Winner,11491499215,32,-0.06267317,0.3355033,-0.9491665,0.6866797,3.8614469,9,0.0,7.819156029537003e-10,0.0015274917258153013,0.4023675,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
LE-BARON 2200 Kereskedelmi és Szolgáltató Betéti Társaság,Winner,25670198215,32,-0.06190767,0.33795777,-0.96460414,0.6814157,3.8871772,9,0.0,7.819156029537003e-10,0.0015274917258153013,0.40099123,2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Magyarországi Baptsita Egyház,Buyer,19818513242,16,-0.034496725,0.3267086,-1.1628244,0.64144313,3.7168336,17,0.0,0.054151491643728504,0.0014984900718299035,0.38641506,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
BAU-VIP Generál Építőipari és Szolgáltató Korlátolt Felelősségű Társaság,Winner,"14790797242,HU14790797",16,-0.030252876,0.30836627,-0.9612273,0.6553142,3.5055158,17,0.0009371945749822602,0.19512446071064363,0.002618320719857898,0.39094588,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Hajdúdorogi Metropolitai Egyház,Buyer,19204886109,72,-0.040890113,0.3751761,-0.8345951,0.7437679,4.2697687,5,8.033096356990801e-05,6.428991877755214e-13,0.006127055256148432,0.40405658,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Tiszta Energiák a Földért és az Emberért Korlátolt Felelősségű Társaság,Winner,"14852020241,HU14852020",72,-0.03867237,0.3698261,-0.84035856,0.73344326,4.2069182,5,0.0,3.214495938877607e-13,0.0016898856704989753,0.4078955,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
COzero Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,Winner,"12330517242,HU12330517",72,-0.03617115,0.36985946,-0.82457626,0.7358566,4.2044454,5,0.0,3.214495938877607e-13,0.0016898856704989753,0.40596068,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Petrus Mihály egyéni vállalkozó,Winner,"63566471235,hu63566471",72,-0.036846884,0.36794183,-0.8098082,0.7151672,4.183608,5,0.0,3.214495938877607e-13,0.0016898856704989753,0.40212098,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Nemeskéri Evangélikus Egyházközség,Buyer,19884938108,18,-0.0040181363,0.339711,-0.8266124,0.82715815,3.84366,11,0.0,0.0007379436771586807,0.0015290407206144285,0.38601103,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
"Bau-Társ Építőipari, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság",Winner,13205157205,4,-0.015411429,0.34412083,-0.94906515,0.9980463,3.897185,16,0.0,1.442330659961508e-09,0.001561177531590407,0.39640957,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Nagyvarsányi Református Egyházközség,Buyer,19859527115,73,0.0031269528,0.37635782,-1.151241,1.2154253,4.258149,4,0.0,9.313294366646277e-16,0.001788489439068963,0.39868924,3.5762787e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
LEGEN-Terv Korlátolt Felelősségű Társaság,Winner,25738795209,73,0.0032083262,0.37222588,-1.1840702,1.2177325,4.2114115,4,4.0165481784954006e-05,1.613109902887636e-15,0.004943810033308575,0.40140867,-1.7881393e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Békessy Béla Vívó Klub,Buyer,18547481109,49,-0.085421905,0.38128778,-1.2313551,1.1497986,4.420711,3,0.0,4.1640068839554323e-19,0.0019856969762089382,0.40111956,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Magyar Természetjáró Szövetség|Mogyoród Nagyközség Önkormányzata,Buyer,19001511242|15730514213,74,-0.0606867,0.37511536,-1.2658613,0.81095016,4.299126,3,1.3388493928318003e-05,5.888795009104703e-19,0.00376056481046872,0.39691,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
TRIOMER Szolgáltató Korlátolt Felelősségű Társaság,Winner,13405591212,74,-0.06261684,0.37448627,-1.2310628,0.8615429,4.2956476,3,0.0,4.1640068839554323e-19,0.0019856969762089382,0.3997079,-1.7881393e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Majosházi Református Általános Iskola,Buyer,18688416113,75,-0.06943024,0.39779195,-1.6390084,0.8109934,4.5685396,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39096344,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Moralcon Mérnöki Tanácsadó és Szolgáltató Korlátolt Felelősségű Társaság,Winner,"13483333241,HU13483333",75,-0.06951031,0.39604,-1.6464027,0.84438795,4.549171,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.3969418,-1.7881393e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Mikepércsi Református Egyházközség Élő Forrás Kútja Idősek Otthona,Buyer,19851464109,76,-0.0067546424,0.40816963,-1.227869,1.197143,4.618544,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39531717,-2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Pericont-Bau Kft.,Winner,25879043213,76,-0.002724154,0.40948752,-1.2492484,1.1636204,4.6329246,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.3928869,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Balatonfüredi Református Egyházközség,Buyer,19898182119,1,-0.030243028,0.38402545,-0.92354864,0.9322055,4.3582044,3,0.0,4.1640068839554323e-19,0.0019856969762089382,0.40085918,-2.9802322e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Ameko Lovassport és Szabadidő Sport Egyesület,Buyer,18619634115,77,-0.018826352,0.40089217,-1.0722213,1.1527057,4.5405755,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39270663,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Keywest Trading Szolgáltató Szállítmányozó és Fuvarozó Korlátolt Felelősségű Társaság,Winner,11256683215,77,-0.011725475,0.40413746,-1.0540649,1.1072172,4.5742173,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.3920911,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Magyar Bencés Kongregáció Szent Ányos Bencés Perjelség,Buyer,18917994219,34,-0.060129806,0.3802154,-1.0329553,1.0323572,4.355107,3,0.0,4.1640068839554323e-19,0.0019856969762089382,0.4000101,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Batthyány Kázmér Gimnázium Diáksport Egyesület,Buyer,18138825213,78,-0.0180756,0.40229312,-1.1267627,1.0579605,4.5560193,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.3941601,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
"SPORTCHAMPION Sportszervező, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság|SUNPOWER HUNGARY Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság",Winner,22741396205|11684758241,78,-0.0153786065,0.39698088,-1.1137815,1.0629386,4.4946947,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39494324,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
SIZOLEV MENEDZSMENT Kft.,Winner,"25592971243,25592971",44,-0.0035509923,0.37378812,-1.0009698,0.88409597,4.2291203,4,0.0,5.825830974899455e-17,0.0018086453246518356,0.39597866,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Üdvhadsereg Szabadegyház Magyarország,Buyer,19657569142,79,-0.042985193,0.37683815,-1.0531754,0.7207543,4.2910843,3,0.0,4.1640068839554323e-19,0.0019856969762089382,0.39825648,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Civis Product Korlátolt Felelősségű Társaság,Winner,25538540209,79,-0.038930763,0.3804266,-1.1301095,0.71996695,4.326514,3,1.3388493928318003e-05,5.888795009104703e-19,0.00376056481046872,0.4024054,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Református Egyházközség Mezőörs,Buyer,19885018108,68,-0.05144939,0.36597556,-1.1258314,1.0359751,4.181256,6,5.355397571327201e-05,4.55830975824123e-14,0.0030852981100316606,0.39584672,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Premier Ablakvilág Kft.,Winner,"13818230243,HU-13818230",68,-0.058001824,0.35392785,-0.9399279,0.9704135,4.057651,6,8.033096356990801e-05,6.273975125815268e-14,0.0029560429520291945,0.40339634,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
BSF-Bau Építőipari és Kereskedelmi Kft.,Winner,23998759203,3,-0.036217447,0.3167421,-0.8148679,0.60492307,3.606878,18,0.0,0.000762045575851559,0.0013921078932336325,0.40651274,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Magyar Természetjáró Szövetség|Pilisi Parkerdő Zártkörűen Működő Részvénytársaság,Buyer,19001511242|10901816213,16,-0.010411335,0.34420303,-0.89076054,0.8851583,3.8959937,17,0.0027714182431618265,0.07223411748282677,0.005281438334634521,0.40126085,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Bamax Work Építőipari Korlátolt Felelősségű Társaság,Winner,23043220243,16,-0.016083581,0.34840965,-0.8997845,0.92215866,3.946003,17,0.0,0.02004651722973853,0.001509802272357239,0.40052044,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Central Park Kertépítő Betéti Társaság,Buyer,22139197220,80,-0.091130964,0.38951457,-1.0257436,0.8806512,4.5258574,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39377168,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
"Fada Bau Art Építőipari, Kereskedelmi és Szolgáltató Kft",Winner,"26329369219,HU26329369",80,-0.09287469,0.38827962,-1.0048674,0.87867725,4.516803,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39466158,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Mohácsi Torna Egylet 1888,Buyer,19941273202,81,-0.06502798,0.38414952,-0.8105151,1.1206083,4.4079857,3,1.3388493928318003e-05,5.888795009104703e-19,0.00376056481046872,0.3990602,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Pedro-Trend Kft.|Archibend Építészeti és Mérnöki Iroda Kft.,Winner,11702885202|14099900202,81,-0.06421077,0.37937564,-0.8115206,1.0868526,4.3531895,3,0.0,4.1640068839554323e-19,0.0019856969762089382,0.40131795,-1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Derecskei Kertbarátok Hagyományőrző Egyesülete,Buyer,18566244209,82,-0.053117797,0.40863675,-1.069366,0.8775126,4.6620917,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39014488,3.5762787e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
"""GENERÁLÉP-3"" Fa- Fém és Építőipari Kft",Winner,"12110735209,HU12110735",82,-0.051287536,0.408438,-1.0745897,0.9150655,4.657237,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39335498,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Dream Way Global Kft.,Winner,"11704052242,HU11704052",55,-0.056646645,0.37254524,-0.926374,0.73075974,4.263314,4,2.6776987856636006e-05,9.426392530099251e-17,0.003345993850605895,0.40196103,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Abádszalóki Református Egyházközség,Buyer,19865591116,55,-0.05334322,0.36527202,-0.9080042,0.7434255,4.176416,4,0.0,5.825830974899455e-17,0.0018086453246518356,0.39996353,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Magyar Lovas Turisztikai Közhasznú Szövetség,Buyer,18091722241,13,0.0062898016,0.36387816,-1.0648353,0.9857695,4.1174264,6,0.00012049644535486203,3.0971640742549534e-12,0.005833961509132122,0.3962351,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
NÁDRÓ BI-VER-AN Kereskedelmi és Szolgáltató Korlátolt Felelősségű,Winner,12800292209,13,0.004410851,0.35691002,-1.1570612,0.97172874,4.0382843,6,0.0,1.4931033246661049e-12,0.0016270019537274836,0.3994727,-2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Tiszafüredi Református Egyházközség,Buyer,19865773116,73,0.0010071006,0.36957484,-1.1404756,1.1786966,4.1812778,4,0.0,9.313294366646277e-16,0.001788489439068963,0.40208006,-1.7881393e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
